Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Egz
Vardas2337          Pavarde2337         6    5    2    1    5    6    5    7    2    5    6    
Vardas2338          Pavarde2338         10   10   7    8    2    5    5    7    3    5    10   
Vardas2339          Pavarde2339         2    9    4    3    5    3    10   7    9    3    8    
Vardas2340          Pavarde2340         2    7    8    5    1    2    9    10   6    9    5    
Vardas2341          Pavarde2341         1    2    6    9    1    3    4    4    1    1    3    
Vardas2342          Pavarde2342         8    5    10   4    8    7    5    4    4    5    3    
Vardas2343          Pavarde2343         3    1    5    7    2    5    10   9    1    7    5    
Vardas2344          Pavarde2344         2    2    10   4    2    9    1    9    10   1    10   
Vardas2345          Pavarde2345         10   7    10   2    2    7    6    2    8    5    6    
Vardas2346          Pavarde2346         3    8    1    4    3    2    3    5    4    10   4    
Vardas2347          Pavarde2347         2    1    8    3    9    5    7    7    2    3    8    
Vardas2348          Pavarde2348         2    7    6    2    7    9    3    4    6    5    10   
Vardas2349          Pavarde2349         6    5    2    4    7    8    10   7    3    3    5    
Vardas2350          Pavarde2350         3    9    1    6    6    10   8    7    6    10   3    
Vardas2351          Pavarde2351         7    10   9    2    4    2    2    3    4    2    10   
Vardas2352          Pavarde2352         3    3    8    5    3    6    6    9    4    5    2    
Vardas2353          Pavarde2353         6    2    1    10   4    6    4    4    2    4    4    
Vardas2354          Pavarde2354         2    10   7    9    2    2    7    8    6    10   6    
Vardas2355          Pavarde2355         1    9    2    5    9    9    2    7    8    6    10   
Vardas2356          Pavarde2356         4    8    6    3    10   7    8    3    7    6    5    
Vardas2357          Pavarde2357         2    3    5    4    5    10   5    4    5    7    4    
Vardas2358          Pavarde2358         3    1    2    4    1    7    3    4    4    5    2    
Vardas2359          Pavarde2359         3    3    5    2    8    6    7    4    4    9    10   
Vardas2360          Pavarde2360         2    7    9    10   2    2    1    5    5    4    3    
Vardas2361          Pavarde2361         5    1    2    9    4    6    7    6    5    1    8    
Vardas2362          Pavarde2362         5    7    7    5    8    5    5    9    6    5    2    
Vardas2363          Pavarde2363         8    8    2    8    1    5    5    1    9    10   8    
Vardas2364          Pavarde2364         9    9    8    6    7    1    10   9    10   9    8    
Vardas2365          Pavarde2365         5    8    2    10   5    4    3    5    6    2    3    
Vardas2366          Pavarde2366         4    2    5    10   10   4    7    3    10   10   10   
Vardas2367          Pavarde2367         6    8    5    3    4    5    7    6    10   5    8    
Vardas2368          Pavarde2368         7    1    6    4    5    9    2    6    1    2    8    
Vardas2369          Pavarde2369         3    2    8    9    5    7    2    1    6    10   1    
Vardas2370          Pavarde2370         9    2    8    4    3    6    5    5    8    6    9    
Vardas2371          Pavarde2371         7    2    5    1    9    5    7    6    2    3    10   
Vardas2372          Pavarde2372         2    3    2    5    6    1    9    10   10   2    5    
Vardas2373          Pavarde2373         8    7    3    1    2    3    4    5    8    4    8    
Vardas2374          Pavarde2374         2    9    1    3    7    8    3    7    1    8    9    
Vardas2375          Pavarde2375         6    2    6    9    4    3    3    5    5    10   2    
Vardas2376          Pavarde2376         8    10   3    3    3    7    7    5    5    9    3    
Vardas2377          Pavarde2377         7    3    1    3    5    3    4    8    10   3    3    
Vardas2378          Pavarde2378         7    9    4    4    9    3    4    6    5    5    6    
Vardas2379          Pavarde2379         9    7    4    2    5    8    10   9    4    8    8    
Vardas2380          Pavarde2380         4    1    7    4    9    1    4    8    5    3    5    
Vardas2381          Pavarde2381         10   10   10   9    8    2    1    6    1    10   2    
Vardas2382          Pavarde2382         6    8    8    8    10   10   4    2    9    2    3    
Vardas2383          Pavarde2383         7    9    4    3    3    6    3    8    8    1    6    
Vardas2384          Pavarde2384         4    4    8    3    9    1    3    1    2    1    10   
Vardas2385          Pavarde2385         1    6    2    6    5    3    5    4    8    4    6    
Vardas2386          Pavarde2386         5    8    9    6    4    6    10   10   5    7    10   
Vardas2387          Pavarde2387         10   7    3    5    4    2    6    1    8    2    9    
Vardas2388          Pavarde2388         1    3    6    4    7    8    8    10   6    4    7    
Vardas2389          Pavarde2389         6    4    1    8    4    10   1    3    7    3    3    
Vardas2390          Pavarde2390         8    2    1    1    6    5    8    6    2    1    1    
Vardas2391          Pavarde2391         1    6    1    6    9    3    8    3    6    2    6    
Vardas2392          Pavarde2392         5    2    5    8    9    1    5    6    4    8    7    
Vardas2393          Pavarde2393         2    8    1    1    1    9    2    4    1    7    9    
Vardas2394          Pavarde2394         7    9    9    3    9    3    4    1    1    9    9    
Vardas2395          Pavarde2395         6    8    7    3    3    6    7    1    7    5    6    
Vardas2396          Pavarde2396         10   2    1    5    3    4    1    4    6    2    4    
Vardas2397          Pavarde2397         4    1    8    1    2    6    3    4    3    2    5    
Vardas2398          Pavarde2398         7    2    1    9    9    4    3    7    4    10   2    
Vardas2399          Pavarde2399         6    10   2    10   1    7    3    10   10   1    9    
Vardas2400          Pavarde2400         4    9    1    6    1    8    3    1    2    4    10   
Vardas2401          Pavarde2401         3    9    6    10   3    1    10   2    5    9    7    
Vardas2402          Pavarde2402         6    1    5    3    2    1    2    6    10   1    9    
Vardas2403          Pavarde2403         4    5    2    10   1    3    2    9    9    10   3    
Vardas2404          Pavarde2404         8    10   1    7    9    8    5    10   9    9    4    
Vardas2405          Pavarde2405         3    5    2    2    1    2    8    1    3    4    1    
Vardas2406          Pavarde2406         10   8    4    7    2    9    5    8    9    7    9    
Vardas2407          Pavarde2407         10   8    10   9    9    8    6    9    9    7    8    
Vardas2408          Pavarde2408         10   2    8    1    9    10   1    6    8    10   8    
Vardas2409          Pavarde2409         5    7    2    4    7    10   9    9    6    4    4    
Vardas2410          Pavarde2410         6    5    4    5    6    6    6    4    4    3    1    
Vardas2411          Pavarde2411         7    9    4    6    2    2    6    4    3    8    2    
Vardas2412          Pavarde2412         4    3    8    7    8    6    7    3    2    6    10   
Vardas2413          Pavarde2413         1    7    6    1    1    4    6    3    9    3    7    
Vardas2414          Pavarde2414         5    6    9    2    8    10   4    4    8    10   9    
Vardas2415          Pavarde2415         4    10   4    5    10   3    9    2    9    6    1    
Vardas2416          Pavarde2416         5    2    5    2    1    2    10   5    6    6    4    
Vardas2417          Pavarde2417         6    7    4    2    1    6    7    8    2    5    9    
Vardas2418          Pavarde2418         6    6    9    2    1    3    6    5    10   4    2    
Vardas2419          Pavarde2419         2    10   1    10   8    10   6    8    9    9    2    
Vardas2420          Pavarde2420         10   9    4    4    3    3    9    9    1    4    5    
Vardas2421          Pavarde2421         6    5    4    2    4    10   3    8    8    8    8    
Vardas2422          Pavarde2422         9    3    8    6    3    7    7    2    8    9    7    
Vardas2423          Pavarde2423         1    5    4    7    2    5    6    3    5    4    8    
Vardas2424          Pavarde2424         8    9    2    3    4    1    7    10   1    6    7    
Vardas2425          Pavarde2425         1    6    2    5    1    5    3    5    10   9    7    
Vardas2426          Pavarde2426         9    8    2    2    10   8    10   4    9    8    5    
Vardas2427          Pavarde2427         7    10   2    4    6    3    9    1    10   7    4    
Vardas2428          Pavarde2428         1    4    7    1    2    4    7    4    1    4    8    
Vardas2429          Pavarde2429         3    8    7    9    6    10   7    4    7    6    10   
Vardas2430          Pavarde2430         6    2    10   10   6    10   4    8    8    7    3    
Vardas2431          Pavarde2431         1    7    8    4    1    8    10   1    4    9    6    
Vardas2432          Pavarde2432         8    5    3    8    10   2    3    4    5    6    6    
Vardas2433          Pavarde2433         6    6    5    1    5    2    8    1    7    4    3    
Vardas2434          Pavarde2434         2    8    1    2    8    6    9    3    4    8    4    
